first_name,last_name,address,date_of_birth
Jane,Smith,101 Maple St,1992-12-26 09:44:07.344734464
Bob,Doe,101 Maple St,1959-08-02 08:43:12.259225920
John,Smith,101 Maple St,1972-03-24 11:00:09.720972032
Alice,Williams,101 Maple St,1966-04-17 01:24:40.828082816
Alice,Williams,101 Maple St,1987-01-05 23:10:44.824482304
John,Williams,101 Maple St,1992-01-26 02:03:59.783978496
Jane,Doe,123 Main St,2000-09-02 18:36:23.978397696
John,Johnson,456 Oak St,1977-12-11 18:05:43.474347392
Alice,Smith,789 Pine St,1964-04-13 01:57:30.945094528
John,Doe,456 Oak St,1956-08-31 19:01:01.566156608
Alice,Williams,456 Oak St,1965-03-23 17:10:25.382538240
Jane,Doe,101 Maple St,1981-03-08 16:28:56.813681408
Bob,Williams,789 Pine St,1952-01-19 21:07:36.885688568
Jane,Smith,789 Pine St,1986-09-08 17:47:08.802880256
Jane,Williams,789 Pine St,1986-10-01 02:17:49.306930688
Alice,Williams,123 Main St,1957-04-17 22:15:26.732673248
John,Smith,101 Maple St,1951-08-31 07:13:20.360036000
Jane,Doe,789 Pine St,1973-10-24 19:35:09.450945024
Alice,Williams,123 Main St,1999-03-03 05:22:18.253825280
John,Smith,123 Main St,1962-05-08 01:08:41.692169216
Alice,Johnson,101 Maple St,1990-04-23 09:22:05.292529152
Alice,Johnson,101 Maple St,1996-07-03 19:07:56.327632640
John,Smith,123 Main St,1963-05-24 22:32:43.636363648
John,Johnson,123 Main St,1999-04-22 12:31:19.387938816
Bob,Doe,123 Main St,1993-10-07 10:15:13.771377152
Alice,Doe,456 Oak St,1992-02-08 03:01:53.411341056
Alice,Doe,456 Oak St,1957-09-25 03:15:17.011701152
John,Johnson,789 Pine St,1993-08-19 23:48:46.012601344
Alice,Smith,123 Main St,1968-04-25 14:59:30.837083648
Bob,Williams,123 Main St,1969-02-15 19:45:57.515751552
John,Doe,123 Main St,1961-06-27 05:16:41.260126016
Alice,Johnson,456 Oak St,1978-08-29 13:23:36.021602176
Alice,Williams,456 Oak St,1982-01-30 13:18:50.873087232
Jane,Williams,456 Oak St,1965-04-03 21:25:45.634563456
Bob,Johnson,456 Oak St,1957-08-07 16:48:49.252925280
Alice,Johnson,789 Pine St,1988-02-21 15:55:40.774077440
Jane,Doe,789 Pine St,1987-10-06 19:26:30.999099904
Bob,Smith,123 Main St,1950-05-09 12:56:22.898289828
John,Smith,101 Maple St,1981-02-21 18:48:29.810981120
Bob,Doe,123 Main St,1996-06-11 10:37:15.823582208
Bob,Smith,789 Pine St,1974-02-26 15:06:25.598559872
Bob,Smith,456 Oak St,1993-02-12 20:10:35.103510272
John,Johnson,101 Maple St,1966-04-07 17:51:53.951395136
Alice,Williams,101 Maple St,1979-04-15 16:38:01.188118784
Jane,Johnson,101 Maple St,1975-05-17 20:37:22.304230400
Bob,Smith,456 Oak St,1975-03-04 08:15:07.290729088
John,Doe,123 Main St,1985-05-21 16:55:18.091809152
Jane,Smith,101 Maple St,1980-04-05 12:06:15.877587712
Jane,Doe,456 Oak St,1980-03-08 13:27:55.247524736
Jane,Williams,123 Main St,1979-07-19 16:48:23.330333056
Alice,Johnson,123 Main St,1989-07-08 15:25:52.115211520
Bob,Johnson,456 Oak St,1958-11-23 20:58:06.588658848
Alice,Johnson,123 Main St,1989-03-24 11:00:09.720972032
Alice,Doe,789 Pine St,1956-01-28 16:44:30.027002688
John,Johnson,789 Pine St,1961-11-30 16:51:24.788478848
Alice,Smith,456 Oak St,1999-02-14 10:59:17.875787520
John,Johnson,456 Oak St,1984-07-27 15:26:18.037803776
John,Doe,789 Pine St,1987-05-05 04:34:20.846084608
Bob,Doe,789 Pine St,1993-02-18 10:18:15.229522944
Bob,Johnson,101 Maple St,1975-06-27 20:13:36.561656192
Bob,Doe,123 Main St,1967-02-16 13:43:54.383438336
Bob,Johnson,101 Maple St,1984-12-01 07:40:07.560756096
John,Smith,101 Maple St,1971-08-30 16:16:25.058505856
Alice,Doe,123 Main St,1953-09-16 07:38:23.870387040
John,Smith,101 Maple St,1986-07-22 07:20:41.044104448
Bob,Doe,123 Main St,1950-08-18 03:14:25.166516652
Bob,Doe,789 Pine St,1984-08-22 17:22:05.292529280
Bob,Williams,123 Main St,1960-10-26 04:21:49.090909056
Jane,Smith,101 Maple St,1952-04-25 18:00:32.403240320
Alice,Williams,789 Pine St,1989-05-13 18:09:10.855085568
Bob,Doe,101 Maple St,1963-05-19 08:25:03.510351040
Bob,Smith,789 Pine St,1987-10-01 05:18:50.873087232
Bob,Doe,789 Pine St,1950-12-26 12:53:21.440144012
Jane,Johnson,123 Main St,1989-10-28 09:59:14.635463424
Jane,Smith,456 Oak St,1960-11-04 11:54:35.967596736
Bob,Smith,101 Maple St,1983-09-20 12:59:24.356435584
John,Doe,789 Pine St,1998-09-03 12:34:20.846084608
Jane,Williams,789 Pine St,1977-06-28 22:58:13.069306880
John,Johnson,101 Maple St,1981-09-24 00:22:27.974797440
Alice,Johnson,456 Oak St,1967-01-06 14:07:40.126012608
Alice,Williams,101 Maple St,1963-05-26 19:15:17.011701184
Bob,Smith,101 Maple St,1989-09-24 21:13:13.879387904
Alice,Johnson,789 Pine St,1994-04-26 14:51:18.307830784
John,Johnson,101 Maple St,1974-09-26 23:57:50.387038720
Jane,Williams,101 Maple St,1967-12-28 09:35:54.815481536
Alice,Johnson,456 Oak St,1996-01-23 17:25:32.673267200
Bob,Smith,123 Main St,2000-12-03 01:21:39.369936896
John,Smith,101 Maple St,1979-05-19 05:24:01.944194432
Bob,Doe,101 Maple St,1963-01-08 22:46:07.236723648
Alice,Johnson,101 Maple St,1952-09-25 12:10:09.180918096
Alice,Doe,789 Pine St,1988-09-28 11:37:19.063906304
Alice,Smith,101 Maple St,1978-03-18 14:58:38.991899136
John,Smith,456 Oak St,1950-05-28 04:01:56.651665166
Bob,Williams,101 Maple St,1974-08-13 06:56:29.378937856
Alice,Johnson,123 Main St,1951-11-28 17:16:02.376237624
Alice,Smith,123 Main St,1994-10-22 10:56:42.340233984
Jane,Johnson,456 Oak St,1964-10-08 22:02:54.977497728
Alice,Johnson,456 Oak St,1964-02-26 12:13:36.561656128
Bob,Johnson,101 Maple St,1979-01-12 13:10:12.421242112
Jane,Johnson,789 Pine St,1999-06-28 14:03:20.900089856
Jane,Doe,123 Main St,1980-03-04 20:02:48.496849664
Jane,Williams,789 Pine St,1951-03-03 14:25:22.952295232
Jane,Williams,456 Oak St,1974-05-14 00:11:13.987398784
Alice,Williams,123 Main St,1984-09-12 05:10:12.421242112
Bob,Doe,456 Oak St,1962-04-04 12:22:40.936093632
John,Johnson,101 Maple St,1966-01-06 11:06:38.559856000
John,Johnson,456 Oak St,1973-04-04 18:16:31.539153920
Bob,Smith,123 Main St,1987-11-11 04:55:05.130513152
Bob,Smith,123 Main St,1982-10-14 15:11:36.669666944
John,Johnson,101 Maple St,1954-10-25 13:33:06.318631872
Alice,Smith,123 Main St,1955-09-20 07:05:33.753375328
Jane,Smith,456 Oak St,1969-02-13 23:03:24.140414080
Bob,Williams,101 Maple St,1961-11-12 01:45:51.035103488
Jane,Williams,123 Main St,1990-01-29 13:27:03.402340096
Alice,Williams,789 Pine St,1982-11-19 00:40:10.801080064
Jane,Johnson,101 Maple St,1967-07-17 11:10:57.785778560
Jane,Smith,123 Main St,1954-05-27 16:06:02.916291632
Bob,Smith,101 Maple St,1976-08-21 20:31:19.387938816
Alice,Doe,456 Oak St,1980-04-14 19:39:02.754275456
Alice,Williams,456 Oak St,1964-02-02 07:00:22.682268224
Alice,Smith,101 Maple St,1966-06-24 23:39:15.715571520
Jane,Johnson,789 Pine St,1995-10-26 07:22:50.657065728
Bob,Doe,789 Pine St,1954-04-03 15:31:55.031503152
Jane,Williams,123 Main St,1964-12-05 16:02:09.612961280
Jane,Doe,789 Pine St,1958-11-18 06:50:26.462646272
Alice,Doe,456 Oak St,1978-10-02 02:09:36.777677696
Bob,Williams,789 Pine St,1982-03-12 12:55:05.130513024
John,Johnson,789 Pine St,1959-11-23 23:59:08.154815488
Alice,Johnson,789 Pine St,1983-06-10 01:58:48.712871296
Alice,Johnson,456 Oak St,1956-07-25 12:49:54.059405952
Bob,Johnson,101 Maple St,1995-12-06 06:59:04.914491392
John,Williams,101 Maple St,1989-12-13 23:43:09.018901760
Bob,Williams,123 Main St,1989-03-28 04:25:16.471647232
Jane,Williams,123 Main St,1962-11-27 02:27:19.603960384
Bob,Doe,101 Maple St,2000-02-08 23:52:39.315931648
Jane,Smith,789 Pine St,1975-11-23 20:58:06.588658816
Alice,Williams,789 Pine St,1991-06-12 19:32:07.992799232
John,Doe,101 Maple St,1977-08-23 20:14:54.329432960
Bob,Williams,101 Maple St,1955-05-12 21:26:37.479747968
Jane,Doe,456 Oak St,1964-01-31 10:17:49.306930688
Alice,Williams,456 Oak St,1960-10-16 20:49:02.214221440
Alice,Johnson,123 Main St,1984-06-27 20:05:24.032403200
Alice,Smith,456 Oak St,1952-05-06 22:15:52.655265520
Bob,Johnson,456 Oak St,1969-09-21 18:45:02.430243072
Alice,Smith,789 Pine St,1956-05-12 00:27:39.045904576
Jane,Johnson,123 Main St,1974-05-19 14:18:54.113411328
John,Doe,101 Maple St,1989-05-11 21:26:37.479747840
Alice,Johnson,101 Maple St,1966-02-03 09:44:59.189918976
John,Doe,123 Main St,1969-08-08 01:43:41.422142208
John,Smith,456 Oak St,1965-03-01 08:39:44.878487808
John,Smith,101 Maple St,1978-08-10 22:18:02.268226816
Bob,Johnson,123 Main St,1957-07-31 05:58:35.751575168
Alice,Johnson,101 Maple St,1976-02-15 16:53:08.478847872
Bob,Johnson,101 Maple St,1975-11-23 20:58:06.588658816
John,Doe,101 Maple St,1980-06-24 14:36:11.017101696
Jane,Johnson,789 Pine St,1990-05-28 18:50:39.423942400
Jane,Smith,789 Pine St,2000-03-28 10:19:07.074707456
Bob,Williams,789 Pine St,1987-10-04 22:43:57.623762432
Jane,Williams,456 Oak St,1989-09-23 00:30:40.504050432
Bob,Johnson,101 Maple St,1979-02-03 21:40:52.925292544
John,Williams,789 Pine St,1951-02-01 19:04:28.946894688
Jane,Williams,101 Maple St,1990-01-16 12:29:09.774977536
Jane,Doe,456 Oak St,1997-11-22 12:03:14.419441920
John,Doe,789 Pine St,1986-03-08 07:34:04.644464384
Jane,Smith,123 Main St,1997-08-02 17:29:51.899189760
Alice,Doe,456 Oak St,1982-04-28 02:38:59.513951360
John,Williams,456 Oak St,1953-11-13 01:37:38.505850576
Bob,Doe,789 Pine St,1965-02-01 10:01:24.248424832
Jane,Smith,789 Pine St,1994-07-10 03:13:33.321332224
John,Doe,789 Pine St,1954-10-01 08:19:52.439243936
Jane,Williams,789 Pine St,1969-05-06 22:15:52.655265536
Bob,Doe,123 Main St,1974-10-13 18:20:50.765076480
Bob,Doe,789 Pine St,1983-08-18 00:13:23.600360064
Alice,Doe,123 Main St,1990-03-22 17:18:37.911791104
Jane,Williams,789 Pine St,1976-02-19 10:18:15.229522944
Jane,Johnson,123 Main St,1997-08-08 07:37:32.025202432
Bob,Smith,456 Oak St,1964-08-15 21:28:47.092709248
John,Smith,101 Maple St,1984-07-29 12:08:51.413141248
Bob,Smith,789 Pine St,1993-09-13 05:01:59.891989248
Alice,Doe,789 Pine St,1988-08-27 19:33:51.683168256
Alice,Williams,456 Oak St,1961-06-30 22:41:48.010801088
Jane,Williams,101 Maple St,1953-06-26 08:25:55.355535552
John,Johnson,101 Maple St,1998-09-03 12:34:20.846084608
Bob,Smith,789 Pine St,1963-09-26 18:03:59.783978368
Bob,Johnson,789 Pine St,1966-04-26 08:57:27.704770496
Jane,Smith,123 Main St,1978-02-05 15:22:24.734473472
Alice,Williams,789 Pine St,1986-07-01 19:32:33.915391488
Alice,Williams,101 Maple St,1994-02-14 19:54:10.045004544
Alice,Smith,101 Maple St,1998-05-20 08:08:38.451845120
Alice,Johnson,789 Pine St,1954-09-01 12:58:58.433843392
Jane,Doe,789 Pine St,1980-06-02 06:05:30.513051264
Alice,Johnson,101 Maple St,2000-08-13 06:48:16.849684992
Jane,Doe,789 Pine St,1967-08-10 16:24:11.665166528
Bob,Williams,101 Maple St,1968-06-13 01:25:58.595859584
John,Doe,456 Oak St,1961-04-26 17:52:19.873987392
Bob,Williams,123 Main St,1958-09-19 16:08:38.451845184
John,Smith,456 Oak St,1982-10-18 08:36:43.420342016
Alice,Williams,101 Maple St,1967-05-20 17:11:43.150315008
Alice,Smith,101 Maple St,1981-09-25 21:05:01.350135040
John,Johnson,789 Pine St,1999-04-28 02:38:59.513951488
Jane,Smith,123 Main St,1975-01-29 19:29:06.534653440
John,Johnson,789 Pine St,1971-04-16 16:29:48.658865920
Bob,Smith,101 Maple St,2000-06-03 11:51:08.586858752
Bob,Johnson,123 Main St,1963-07-04 22:08:57.893789376
Bob,Doe,101 Maple St,1962-07-10 09:15:36.453645376
John,Doe,789 Pine St,1975-02-23 00:42:20.414041344
John,Doe,789 Pine St,1982-08-12 07:04:41.908190848
Bob,Johnson,101 Maple St,1960-04-11 17:10:51.305130496
Alice,Doe,789 Pine St,1964-12-03 19:19:36.237623744
Jane,Smith,123 Main St,1989-11-12 07:39:41.638163712
Bob,Smith,789 Pine St,1978-02-24 06:27:58.487848704
Bob,Smith,101 Maple St,1978-07-08 09:32:01.512151168
John,Williams,123 Main St,1978-03-29 19:13:59.243924352
Jane,Doe,123 Main St,1966-02-03 09:44:59.189918976
Jane,Smith,123 Main St,1995-03-13 00:50:58.865886464
Alice,Johnson,456 Oak St,1980-10-23 16:42:20.414041344
Jane,Williams,456 Oak St,1954-12-05 13:09:20.576057600
Jane,Smith,789 Pine St,1988-03-16 21:08:54.653465344
Bob,Johnson,456 Oak St,1982-02-16 07:41:51.251125120
Alice,Doe,456 Oak St,1957-05-28 21:51:40.990099008
Jane,Williams,789 Pine St,1980-01-12 16:11:13.987398656
Jane,Williams,456 Oak St,1963-03-26 07:50:55.625562560
John,Smith,789 Pine St,1956-09-08 05:51:15.067506752
John,Williams,123 Main St,1993-05-07 16:05:36.993699328
Alice,Doe,789 Pine St,1980-07-11 08:59:11.395139456
Jane,Doe,101 Maple St,1999-08-14 03:47:15.283528192
Bob,Williams,789 Pine St,1990-09-28 17:39:22.196219648
Jane,Williams,456 Oak St,1953-01-07 19:53:18.199819984
Bob,Smith,789 Pine St,1985-05-10 12:39:57.839783936
Bob,Johnson,456 Oak St,1999-02-14 10:59:17.875787520
Alice,Smith,789 Pine St,1987-06-09 14:02:54.977497600
Alice,Williams,101 Maple St,1976-01-07 13:59:27.596759680
Jane,Williams,789 Pine St,1982-10-18 08:36:43.420342016
Bob,Williams,789 Pine St,1954-04-09 05:39:35.157515744
Alice,Williams,123 Main St,1968-03-24 22:56:03.456345600
Jane,Smith,101 Maple St,1976-05-30 00:36:17.497749760
John,Williams,789 Pine St,1981-03-31 00:59:37.317731712
Bob,Doe,101 Maple St,1991-02-04 06:35:45.094509312
Alice,Williams,123 Main St,1951-09-15 04:53:47.362736272
Jane,Johnson,789 Pine St,1996-11-16 18:54:32.727272704
John,Williams,101 Maple St,1988-09-30 08:19:52.439243776
Bob,Williams,101 Maple St,1965-04-09 11:33:25.760576064
Jane,Williams,789 Pine St,1971-08-12 01:10:51.305130496
John,Johnson,123 Main St,1986-04-22 00:35:25.652565248
John,Smith,123 Main St,1988-12-19 10:49:47.578757888
John,Smith,101 Maple St,1997-09-22 00:38:53.033303296
Alice,Smith,789 Pine St,1963-10-22 19:59:47.038703872
John,Williams,101 Maple St,1989-05-19 08:16:50.981097984
Bob,Williams,456 Oak St,1955-07-28 06:31:25.868586848
John,Smith,456 Oak St,1958-07-01 13:38:43.312331232
Bob,Doe,123 Main St,1992-10-07 07:14:12.205220608
Alice,Doe,101 Maple St,1964-01-29 13:35:15.931593152
Bob,Williams,456 Oak St,1977-06-02 21:02:25.814581504
Bob,Johnson,123 Main St,1994-08-20 02:49:47.578757888
John,Doe,123 Main St,1955-09-09 02:50:13.501350144
John,Smith,123 Main St,1979-07-08 12:33:03.078307840
Alice,Johnson,456 Oak St,1981-07-05 21:52:32.835283456
Alice,Doe,123 Main St,1973-10-06 04:29:35.697569792
Jane,Johnson,456 Oak St,1995-06-06 17:28:34.131412992
Jane,Smith,789 Pine St,1983-12-09 15:29:19.495949568
John,Smith,123 Main St,1966-04-13 07:59:34.077407744
Bob,Williams,101 Maple St,1981-06-28 11:02:19.333933312
Bob,Smith,101 Maple St,1994-10-07 13:16:15.337533696
Bob,Williams,456 Oak St,1977-08-10 19:17:00.702070144
Jane,Johnson,456 Oak St,1954-03-01 02:45:54.275427536
Alice,Smith,123 Main St,1979-07-06 15:50:29.702970240
Alice,Johnson,456 Oak St,1955-05-31 12:32:11.233123296
Jane,Johnson,789 Pine St,1964-06-07 23:14:12.205220544
Bob,Doe,123 Main St,1999-01-04 11:23:03.618361856
Jane,Smith,101 Maple St,1990-09-17 13:24:01.944194304
Bob,Smith,101 Maple St,1957-01-07 07:57:24.464446432
Jane,Smith,789 Pine St,1964-01-29 13:35:15.931593152
Bob,Smith,101 Maple St,1991-08-24 11:11:49.630962944
Jane,Williams,456 Oak St,1987-07-18 16:56:35.859586048
Jane,Doe,456 Oak St,1995-03-07 10:43:18.739874048
Alice,Williams,101 Maple St,1999-12-31 20:58:58.433843456
John,Doe,101 Maple St,1980-05-12 18:17:23.384338432
Jane,Williams,123 Main St,1996-10-16 02:51:05.346534656
Jane,Williams,456 Oak St,1962-03-24 08:07:20.684068416
Bob,Johnson,101 Maple St,1986-01-05 20:09:43.258325760
Alice,Doe,101 Maple St,1973-01-03 11:31:16.147614720
Bob,Smith,101 Maple St,1956-05-25 01:25:32.673267328
John,Williams,456 Oak St,1957-01-01 17:49:44.338433824
Bob,Johnson,123 Main St,1953-08-11 22:09:49.738973888
Jane,Smith,789 Pine St,1971-02-16 01:48:00.648064768
John,Smith,789 Pine St,1972-04-08 08:40:36.723672320
Bob,Doe,123 Main St,1971-12-26 00:57:27.704770432
Alice,Doe,456 Oak St,1952-03-19 11:49:24.896489648
Jane,Williams,101 Maple St,1999-04-02 00:43:12.259225856
John,Doe,456 Oak St,1969-08-08 01:43:41.422142208
John,Doe,456 Oak St,1968-12-31 06:02:03.132313216
John,Doe,101 Maple St,1960-12-26 15:46:10.477047680
Alice,Doe,123 Main St,1970-05-20 02:14:47.848784896
Jane,Williams,789 Pine St,2000-07-10 18:02:16.093609216
Bob,Smith,789 Pine St,1987-08-15 15:34:56.489648896
John,Doe,789 Pine St,1961-07-17 17:04:48.388838848
Alice,Smith,789 Pine St,1952-09-16 04:37:22.304230416
Alice,Doe,101 Maple St,1993-05-24 10:28:37.371737088
Bob,Doe,123 Main St,1976-07-17 11:02:45.256525696
Jane,Williams,789 Pine St,1964-02-07 21:08:02.808280832
Alice,Williams,101 Maple St,1987-04-18 10:11:20.468046848
Bob,Williams,123 Main St,1959-09-04 21:29:13.015301504
Bob,Smith,101 Maple St,1986-02-28 20:43:51.143114240
John,Johnson,123 Main St,1978-05-26 13:13:13.879387904
Alice,Doe,101 Maple St,1967-11-28 14:15:00.810081024
John,Doe,789 Pine St,1974-07-10 18:10:28.622862208
Jane,Williams,101 Maple St,1962-05-30 09:39:22.196219584
Jane,Johnson,456 Oak St,1962-02-16 22:38:46.552655232
Jane,Doe,101 Maple St,1961-04-09 23:29:19.495949568
Jane,Johnson,456 Oak St,2000-07-03 07:12:02.592259072
Alice,Doe,101 Maple St,1968-02-12 23:19:49.198919872
Alice,Williams,789 Pine St,1972-02-29 05:46:55.841584128
Jane,Doe,789 Pine St,1951-01-21 14:49:08.694869488
Alice,Johnson,456 Oak St,1960-02-21 10:01:50.171017088
Alice,Smith,456 Oak St,1986-02-17 16:28:30.891089024
John,Doe,789 Pine St,1961-08-16 12:25:42.394239424
Bob,Johnson,101 Maple St,1973-05-02 16:54:52.169216896
Bob,Johnson,456 Oak St,1966-09-13 02:09:10.855085504
John,Williams,789 Pine St,1997-08-28 19:25:39.153915392
Alice,Smith,123 Main St,1986-12-29 12:20:31.323132416
John,Williams,456 Oak St,1989-09-09 23:32:46.876687616
Alice,Johnson,123 Main St,1994-04-02 09:38:04.428442880
Alice,Smith,789 Pine St,1958-11-29 11:05:46.714671456
Bob,Johnson,789 Pine St,1974-10-30 12:43:51.143114240
John,Smith,123 Main St,1955-09-14 16:57:53.627362720
John,Johnson,789 Pine St,1961-11-19 12:36:04.536453632
Jane,Doe,456 Oak St,1985-10-17 17:39:48.118811904
John,Smith,123 Main St,1963-12-30 18:14:21.926192640
Alice,Doe,456 Oak St,1965-03-01 08:39:44.878487808
Alice,Johnson,101 Maple St,1991-05-19 14:18:54.113411328
John,Williams,123 Main St,1952-06-09 11:01:53.411341136
Bob,Williams,456 Oak St,1997-10-31 03:32:33.915391488
John,Johnson,123 Main St,1954-05-01 14:10:15.661566160
Bob,Smith,456 Oak St,1971-07-18 19:57:37.425742592
John,Smith,456 Oak St,1985-10-30 18:37:41.746174592
Bob,Smith,456 Oak St,1962-12-04 13:17:33.105310528
John,Smith,101 Maple St,1966-11-13 13:33:32.241224128
Alice,Johnson,101 Maple St,1990-02-17 04:32:37.155715584
Bob,Johnson,456 Oak St,1989-11-03 00:06:54.761476096
John,Smith,101 Maple St,1969-01-31 22:05:30.513051264
Jane,Williams,101 Maple St,1999-03-31 04:00:38.883888384
John,Smith,101 Maple St,1985-10-17 17:39:48.118811904
Bob,Doe,123 Main St,1973-01-05 08:13:49.522952320
John,Johnson,123 Main St,1978-01-29 04:32:11.233123328
Alice,Johnson,123 Main St,1968-01-23 11:31:42.070207040
Jane,Johnson,789 Pine St,1982-12-20 16:43:38.181818112
Alice,Johnson,123 Main St,1981-03-18 00:01:43.690369024
Jane,Johnson,789 Pine St,1969-08-04 08:18:34.671467136
Alice,Johnson,101 Maple St,1956-10-13 15:19:49.198919872
John,Doe,789 Pine St,1950-10-13 00:31:06.426642664
John,Smith,789 Pine St,1998-03-12 09:54:03.564356352
Jane,Doe,456 Oak St,1975-12-14 08:46:13.717371776
Alice,Doe,456 Oak St,1963-01-12 16:11:13.987398720
John,Williams,789 Pine St,1986-07-09 06:22:47.416741632
Bob,Doe,101 Maple St,1974-06-03 11:59:21.116111616
John,Williams,456 Oak St,1995-12-11 21:06:45.040504064
Alice,Doe,123 Main St,1955-09-10 23:32:46.876687680
Jane,Williams,101 Maple St,1951-12-11 18:13:56.003600360
Jane,Doe,789 Pine St,1954-02-12 08:22:53.897389744
Jane,Williams,123 Main St,1978-07-12 02:57:08.262826240
Alice,Smith,789 Pine St,1951-10-09 10:07:01.242124208
Alice,Smith,123 Main St,1975-01-22 08:38:53.033303296
John,Williams,101 Maple St,1974-01-22 05:37:51.467146752
Bob,Smith,789 Pine St,1975-02-17 10:34:40.288028800
John,Smith,456 Oak St,1975-11-29 11:05:46.714671488
Jane,Williams,101 Maple St,1960-05-13 09:14:18.685868608
Bob,Doe,789 Pine St,1973-10-11 18:37:15.823582336
Alice,Williams,123 Main St,1954-03-16 00:26:21.278127808
Bob,Doe,789 Pine St,1974-12-31 00:08:12.529252864
Jane,Williams,101 Maple St,1955-01-08 01:55:21.332133216
Jane,Smith,123 Main St,1951-05-09 15:57:24.464446440
Jane,Doe,123 Main St,1994-10-09 09:58:48.712871168
Bob,Johnson,789 Pine St,1983-05-13 03:20:28.082808320
Jane,Smith,456 Oak St,1957-01-22 05:37:51.467146720
Alice,Williams,456 Oak St,1986-05-19 23:13:46.282628224
Alice,Smith,456 Oak St,2000-07-10 18:02:16.093609216
John,Doe,101 Maple St,1957-01-14 18:47:37.965796576
John,Doe,123 Main St,1950-03-31 10:02:42.016201620
Alice,Johnson,456 Oak St,1993-10-09 06:57:47.146714624
Bob,Smith,123 Main St,2000-08-24 11:03:37.101710080
Alice,Smith,123 Main St,1967-11-21 03:24:47.308730880
John,Williams,101 Maple St,1994-03-27 19:30:24.302430208
Jane,Johnson,101 Maple St,1976-12-26 12:45:08.910891008
Jane,Johnson,456 Oak St,1957-08-09 13:31:22.628262816
John,Williams,456 Oak St,1991-02-13 14:08:31.971197184
John,Williams,789 Pine St,1978-12-28 15:29:45.418541824
Bob,Smith,101 Maple St,1998-06-02 09:06:32.079207936
Jane,Smith,789 Pine St,1981-01-21 02:45:02.430242944
Alice,Smith,123 Main St,1984-12-21 19:28:14.689468928
Bob,Johnson,123 Main St,1997-04-27 20:36:56.381638144
Alice,Smith,123 Main St,1977-10-07 13:16:15.337533696
Alice,Doe,123 Main St,1973-11-19 21:30:56.705670528
John,Williams,789 Pine St,1963-08-20 11:52:52.277227712
Jane,Johnson,101 Maple St,1955-05-20 08:16:50.981098112
Bob,Doe,789 Pine St,1957-10-13 18:20:50.765076512
John,Johnson,123 Main St,1998-07-04 01:09:59.459945984
Alice,Doe,123 Main St,1982-03-19 23:45:18.631863168
John,Williams,123 Main St,1974-02-15 10:51:05.346534656
John,Smith,456 Oak St,1960-04-17 07:18:31.431143104
John,Smith,101 Maple St,1979-03-01 23:36:40.180017920
Alice,Williams,101 Maple St,1966-06-28 17:04:22.466246592
Bob,Doe,123 Main St,1965-12-26 06:51:18.307830784
Bob,Doe,123 Main St,1987-12-18 11:06:12.637263616
Alice,Smith,123 Main St,1974-11-06 23:34:04.644464384
Bob,Doe,123 Main St,1992-06-24 23:31:03.186318592
Bob,Johnson,123 Main St,1971-03-08 13:36:07.776777600
Alice,Smith,789 Pine St,1969-12-09 00:32:24.194419456
John,Williams,123 Main St,1968-12-21 22:29:16.255625600
Jane,Williams,123 Main St,1997-03-21 14:25:48.874887424
Alice,Johnson,101 Maple St,1986-02-19 13:11:04.266426624
Alice,Smith,101 Maple St,1986-08-15 12:33:54.923492352
Alice,Smith,101 Maple St,1990-04-17 19:14:25.166516736
Bob,Smith,101 Maple St,1951-03-20 08:48:23.330333032
John,Johnson,456 Oak St,1962-08-07 07:53:57.083708352
Alice,Johnson,456 Oak St,1967-03-07 04:49:28.136813696
John,Johnson,101 Maple St,1955-07-15 05:33:32.241224128
Bob,Johnson,456 Oak St,1951-12-17 08:21:36.129612960
Jane,Johnson,789 Pine St,1975-04-16 04:33:54.923492352
Jane,Johnson,101 Maple St,2000-12-31 00:00:00.000000000
John,Williams,101 Maple St,1955-01-04 08:30:14.581458144
Bob,Doe,101 Maple St,1986-06-09 11:01:53.411341056
John,Johnson,789 Pine St,1967-09-07 15:02:32.295229504
John,Doe,101 Maple St,1987-04-27 17:44:07.344734464
Jane,Johnson,123 Main St,1986-01-13 06:59:56.759675904
Jane,Williams,789 Pine St,1993-04-26 11:50:16.741674240
Jane,Smith,123 Main St,2000-10-06 07:22:24.734473472
John,Doe,456 Oak St,1992-07-28 12:17:03.942394112
John,Doe,456 Oak St,1953-11-20 12:27:52.007200720
Jane,Doe,789 Pine St,1985-05-16 02:47:37.965796608
Alice,Doe,456 Oak St,1961-02-07 12:04:58.109810944
Alice,Smith,456 Oak St,1955-06-26 14:27:58.487848768
John,Johnson,123 Main St,1981-03-19 20:44:17.065706496
Bob,Smith,101 Maple St,1999-05-22 07:52:13.393339392
Bob,Williams,789 Pine St,1963-02-09 14:49:34.617461760
John,Doe,101 Maple St,1959-05-08 16:05:36.993699392
Jane,Johnson,123 Main St,1950-12-07 21:47:47.686768676
Alice,Smith,123 Main St,1955-04-22 09:38:30.351035104
Bob,Doe,456 Oak St,1999-06-08 02:15:13.771377152
Alice,Doe,123 Main St,1996-12-27 18:30:46.984698368
Alice,Williams,123 Main St,1968-11-27 17:16:02.376237568
John,Williams,101 Maple St,1966-01-12 01:14:18.685868608
Bob,Williams,101 Maple St,1975-08-09 16:32:24.194419456
Alice,Johnson,101 Maple St,1974-12-21 16:35:25.652565248
